match_number,match_date,match_link,first_inn_team,first_inn_score,second_inn_team,second_inn_score,match_result
1,Mar 23,https://www.espncricinfo.com/series/8048/scorecard/1175356/chennai-super-kings-vs-royal-challengers-bangalore-1st-match-indian-premier-league-2019,RCB,70 (17.1/20 ov),CSK,71/3 (17.4/20 ov),Chennai Super Kings won by 7 wickets (with 14 balls remaining)
2,Mar 24,https://www.espncricinfo.com/series/8048/scorecard/1175357/kolkata-knight-riders-vs-sunrisers-hyderabad-2nd-match-indian-premier-league-2019,SRH,181/3 (20 ov),KKR,183/4 (19.4/20 ov),Kolkata Knight Riders won by 6 wickets (with 2 balls remaining)
3,Mar 24,https://www.espncricinfo.com/series/8048/scorecard/1175358/mumbai-indians-vs-delhi-capitals-3rd-match-indian-premier-league-2019,DC,213/6 (20 ov),MI,176 (19.2/20 ov),Delhi Capitals won by 37 runs
4,Mar 25,https://www.espncricinfo.com/series/8048/scorecard/1175359/rajasthan-royals-vs-kings-xi-punjab-4th-match-indian-premier-league-2019,PBKS,184/4 (20 ov),RR,170/9 (20 ov),Punjab Kings won by 14 runs
5,Mar 26,https://www.espncricinfo.com/series/8048/scorecard/1175360/delhi-capitals-vs-chennai-super-kings-5th-match-indian-premier-league-2019,DC,147/6 (20 ov),CSK,150/4 (19.4/20 ov),Chennai Super Kings won by 6 wickets (with 2 balls remaining)
6,Mar 27,https://www.espncricinfo.com/series/8048/scorecard/1175361/kolkata-knight-riders-vs-kings-xi-punjab-6th-match-indian-premier-league-2019,KKR,218/4 (20 ov),PBKS,190/4 (20 ov),Kolkata Knight Riders won by 28 runs
7,Mar 28,https://www.espncricinfo.com/series/8048/scorecard/1175362/royal-challengers-bangalore-vs-mumbai-indians-7th-match-indian-premier-league-2019,MI,187/8 (20 ov),RCB,181/5 (20 ov),Mumbai Indians won by 6 runs
8,Mar 29,https://www.espncricinfo.com/series/8048/scorecard/1175363/sunrisers-hyderabad-vs-rajasthan-royals-8th-match-indian-premier-league-2019,RR,198/2 (20 ov),SRH,201/5 (19/20 ov),Sunrisers Hyderabad won by 5 wickets (with 6 balls remaining)
9,Mar 30,https://www.espncricinfo.com/series/8048/scorecard/1175364/kings-xi-punjab-vs-mumbai-indians-9th-match-indian-premier-league-2019,MI,176/7 (20 ov),PBKS,177/2 (18.4/20 ov),Punjab Kings won by 8 wickets (with 8 balls remaining)
10,Mar 30,https://www.espncricinfo.com/series/8048/scorecard/1175365/delhi-capitals-vs-kolkata-knight-riders-10th-match-indian-premier-league-2019,KKR,185/8 (20 ov),DC,185/6 (20 ov),Match tied (Delhi Capitals won the one-over eliminator)
11,Mar 31,https://www.espncricinfo.com/series/8048/scorecard/1175366/sunrisers-hyderabad-vs-royal-challengers-bangalore-11th-match-indian-premier-league-2019,SRH,231/2 (20 ov),RCB,113 (19.5/20 ov),Sunrisers Hyderabad won by 118 runs
12,Mar 31,https://www.espncricinfo.com/series/8048/scorecard/1175367/chennai-super-kings-vs-rajasthan-royals-12th-match-indian-premier-league-2019,CSK,175/5 (20 ov),RR,167/8 (20 ov),Chennai Super Kings won by 8 runs
13,Apr 1,https://www.espncricinfo.com/series/8048/scorecard/1175368/kings-xi-punjab-vs-delhi-capitals-13th-match-indian-premier-league-2019,PBKS,166/9 (20 ov),DC,152 (19.2/20 ov),Punjab Kings won by 14 runs
14,Apr 2,https://www.espncricinfo.com/series/8048/scorecard/1175369/rajasthan-royals-vs-royal-challengers-bangalore-14th-match-indian-premier-league-2019,RCB,158/4 (20 ov),RR,164/3 (19.5/20 ov),Rajasthan Royals won by 7 wickets (with 1 ball remaining)
15,Apr 3,https://www.espncricinfo.com/series/8048/scorecard/1175370/mumbai-indians-vs-chennai-super-kings-15th-match-indian-premier-league-2019,MI,170/5 (20 ov),CSK,133/8 (20 ov),Mumbai Indians won by 37 runs
16,Apr 4,https://www.espncricinfo.com/series/8048/scorecard/1175371/delhi-capitals-vs-sunrisers-hyderabad-16th-match-indian-premier-league-2019,DC,129/8 (20 ov),SRH,131/5 (18.3/20 ov),Sunrisers Hyderabad won by 5 wickets (with 9 balls remaining)
17,Apr 5,https://www.espncricinfo.com/series/8048/scorecard/1175372/royal-challengers-bangalore-vs-kolkata-knight-riders-17th-match-indian-premier-league-2019,RCB,205/3 (20 ov),KKR,206/5 (19.1/20 ov),Kolkata Knight Riders won by 5 wickets (with 5 balls remaining)
18,Apr 6,https://www.espncricinfo.com/series/8048/scorecard/1178393/chennai-super-kings-vs-kings-xi-punjab-18th-match-indian-premier-league-2019,CSK,160/3 (20 ov),PBKS,138/5 (20 ov),Chennai Super Kings won by 22 runs
19,Apr 6,https://www.espncricinfo.com/series/8048/scorecard/1178394/sunrisers-hyderabad-vs-mumbai-indians-19th-match-indian-premier-league-2019,MI,136/7 (20 ov),SRH,96 (17.4/20 ov),Mumbai Indians won by 40 runs
20,Apr 7,https://www.espncricinfo.com/series/8048/scorecard/1178395/royal-challengers-bangalore-vs-delhi-capitals-20th-match-indian-premier-league-2019,RCB,149/8 (20 ov),DC,152/6 (18.5/20 ov),Delhi Capitals won by 4 wickets (with 7 balls remaining)
21,Apr 7,https://www.espncricinfo.com/series/8048/scorecard/1178396/rajasthan-royals-vs-kolkata-knight-riders-21st-match-indian-premier-league-2019,RR,139/3 (20 ov),KKR,140/2 (13.5/20 ov),Kolkata Knight Riders won by 8 wickets (with 37 balls remaining)
22,Apr 8,https://www.espncricinfo.com/series/8048/scorecard/1178397/kings-xi-punjab-vs-sunrisers-hyderabad-22nd-match-indian-premier-league-2019,SRH,150/4 (20 ov),PBKS,151/4 (19.5/20 ov),Punjab Kings won by 6 wickets (with 1 ball remaining)
23,Apr 9,https://www.espncricinfo.com/series/8048/scorecard/1178398/chennai-super-kings-vs-kolkata-knight-riders-23rd-match-indian-premier-league-2019,KKR,108/9 (20 ov),CSK,111/3 (17.2/20 ov),Chennai Super Kings won by 7 wickets (with 16 balls remaining)
24,Apr 10,https://www.espncricinfo.com/series/8048/scorecard/1178399/mumbai-indians-vs-kings-xi-punjab-24th-match-indian-premier-league-2019,PBKS,197/4 (20 ov),MI,198/7 (20 ov),Mumbai Indians won by 3 wickets (with 0 balls remaining)
25,Apr 11,https://www.espncricinfo.com/series/8048/scorecard/1178400/rajasthan-royals-vs-chennai-super-kings-25th-match-indian-premier-league-2019,RR,151/7 (20 ov),CSK,155/6 (20 ov),Chennai Super Kings won by 4 wickets (with 0 balls remaining)
26,Apr 12,https://www.espncricinfo.com/series/8048/scorecard/1178401/kolkata-knight-riders-vs-delhi-capitals-26th-match-indian-premier-league-2019,KKR,178/7 (20 ov),DC,180/3 (18.5/20 ov),Delhi Capitals won by 7 wickets (with 7 balls remaining)
27,Apr 13,https://www.espncricinfo.com/series/8048/scorecard/1178402/mumbai-indians-vs-rajasthan-royals-27th-match-indian-premier-league-2019,MI,187/5 (20 ov),RR,188/6 (19.3/20 ov),Rajasthan Royals won by 4 wickets (with 3 balls remaining)
28,Apr 13,https://www.espncricinfo.com/series/8048/scorecard/1178403/kings-xi-punjab-vs-royal-challengers-bangalore-28th-match-indian-premier-league-2019,PBKS,173/4 (20 ov),RCB,174/2 (19.2/20 ov),Royal Challengers Bengaluru won by 8 wickets (with 4 balls remaining)
29,Apr 14,https://www.espncricinfo.com/series/8048/scorecard/1178404/kolkata-knight-riders-vs-chennai-super-kings-29th-match-indian-premier-league-2019,KKR,161/8 (20 ov),CSK,162/5 (19.4/20 ov),Chennai Super Kings won by 5 wickets (with 2 balls remaining)
30,Apr 14,https://www.espncricinfo.com/series/8048/scorecard/1178405/sunrisers-hyderabad-vs-delhi-capitals-30th-match-indian-premier-league-2019,DC,155/7 (20 ov),SRH,116 (18.5/20 ov),Delhi Capitals won by 39 runs
31,Apr 15,https://www.espncricinfo.com/series/8048/scorecard/1178406/mumbai-indians-vs-royal-challengers-bangalore-31st-match-indian-premier-league-2019,RCB,171/7 (20 ov),MI,172/5 (19/20 ov),Mumbai Indians won by 5 wickets (with 6 balls remaining)
32,Apr 16,https://www.espncricinfo.com/series/8048/scorecard/1178407/kings-xi-punjab-vs-rajasthan-royals-32nd-match-indian-premier-league-2019,PBKS,182/6 (20 ov),RR,170/7 (20 ov),Punjab Kings won by 12 runs
33,Apr 17,https://www.espncricinfo.com/series/8048/scorecard/1178408/sunrisers-hyderabad-vs-chennai-super-kings-33rd-match-indian-premier-league-2019,CSK,132/5 (20 ov),SRH,137/4 (16.5/20 ov),Sunrisers Hyderabad won by 6 wickets (with 19 balls remaining)
34,Apr 18,https://www.espncricinfo.com/series/8048/scorecard/1178409/delhi-capitals-vs-mumbai-indians-34th-match-indian-premier-league-2019,MI,168/5 (20 ov),DC,128/9 (20 ov),Mumbai Indians won by 40 runs
35,Apr 19,https://www.espncricinfo.com/series/8048/scorecard/1178410/kolkata-knight-riders-vs-royal-challengers-bangalore-35th-match-indian-premier-league-2019,RCB,213/4 (20 ov),KKR,203/5 (20 ov),Royal Challengers Bengaluru won by 10 runs
36,Apr 20,https://www.espncricinfo.com/series/8048/scorecard/1178411/rajasthan-royals-vs-mumbai-indians-36th-match-indian-premier-league-2019,MI,161/5 (20 ov),RR,162/5 (19.1/20 ov),Rajasthan Royals won by 5 wickets (with 5 balls remaining)
37,Apr 20,https://www.espncricinfo.com/series/8048/scorecard/1178412/delhi-capitals-vs-kings-xi-punjab-37th-match-indian-premier-league-2019,PBKS,163/7 (20 ov),DC,166/5 (19.4/20 ov),Delhi Capitals won by 5 wickets (with 2 balls remaining)
38,Apr 21,https://www.espncricinfo.com/series/8048/scorecard/1178413/sunrisers-hyderabad-vs-kolkata-knight-riders-38th-match-indian-premier-league-2019,KKR,159/8 (20 ov),SRH,161/1 (15/20 ov),Sunrisers Hyderabad won by 9 wickets (with 30 balls remaining)
39,Apr 21,https://www.espncricinfo.com/series/8048/scorecard/1178414/royal-challengers-bangalore-vs-chennai-super-kings-39th-match-indian-premier-league-2019,RCB,161/7 (20 ov),CSK,160/8 (20 ov),Royal Challengers Bengaluru won by 1 run
40,Apr 22,https://www.espncricinfo.com/series/8048/scorecard/1178415/rajasthan-royals-vs-delhi-capitals-40th-match-indian-premier-league-2019,RR,191/6 (20 ov),DC,193/4 (19.2/20 ov),Delhi Capitals won by 6 wickets (with 4 balls remaining)
41,Apr 23,https://www.espncricinfo.com/series/8048/scorecard/1178416/chennai-super-kings-vs-sunrisers-hyderabad-41st-match-indian-premier-league-2019,SRH,175/3 (20 ov),CSK,176/4 (19.5/20 ov),Chennai Super Kings won by 6 wickets (with 1 ball remaining)
42,Apr 24,https://www.espncricinfo.com/series/8048/scorecard/1178417/royal-challengers-bangalore-vs-kings-xi-punjab-42nd-match-indian-premier-league-2019,RCB,202/4 (20 ov),PBKS,185/7 (20 ov),Royal Challengers Bengaluru won by 17 runs
43,Apr 25,https://www.espncricinfo.com/series/8048/scorecard/1178418/kolkata-knight-riders-vs-rajasthan-royals-43rd-match-indian-premier-league-2019,KKR,175/6 (20 ov),RR,177/7 (19.2/20 ov),Rajasthan Royals won by 3 wickets (with 4 balls remaining)
44,Apr 26,https://www.espncricinfo.com/series/8048/scorecard/1178419/chennai-super-kings-vs-mumbai-indians-44th-match-indian-premier-league-2019,MI,155/4 (20 ov),CSK,109 (17.4/20 ov),Mumbai Indians won by 46 runs
45,Apr 27,https://www.espncricinfo.com/series/8048/scorecard/1178420/rajasthan-royals-vs-sunrisers-hyderabad-45th-match-indian-premier-league-2019,SRH,160/8 (20 ov),RR,161/3 (19.1/20 ov),Rajasthan Royals won by 7 wickets (with 5 balls remaining)
46,Apr 28,https://www.espncricinfo.com/series/8048/scorecard/1178421/delhi-capitals-vs-royal-challengers-bangalore-46th-match-indian-premier-league-2019,DC,187/5 (20 ov),RCB,171/7 (20 ov),Delhi Capitals won by 16 runs
47,Apr 28,https://www.espncricinfo.com/series/8048/scorecard/1178422/kolkata-knight-riders-vs-mumbai-indians-47th-match-indian-premier-league-2019,KKR,232/2 (20 ov),MI,198/7 (20 ov),Kolkata Knight Riders won by 34 runs
48,Apr 29,https://www.espncricinfo.com/series/8048/scorecard/1178423/sunrisers-hyderabad-vs-kings-xi-punjab-48th-match-indian-premier-league-2019,SRH,212/6 (20 ov),PBKS,167/8 (20 ov),Sunrisers Hyderabad won by 45 runs
49,Apr 30,https://www.espncricinfo.com/series/8048/scorecard/1178424/royal-challengers-bangalore-vs-rajasthan-royals-49th-match-indian-premier-league-2019,RCB,62/7 (5 ov),RR,41/1 (3.2/5 ov),No result
50,May 1,https://www.espncricinfo.com/series/8048/scorecard/1178425/chennai-super-kings-vs-delhi-capitals-50th-match-indian-premier-league-2019,CSK,179/4 (20 ov),DC,99 (16.2/20 ov),Chennai Super Kings won by 80 runs
51,May 2,https://www.espncricinfo.com/series/8048/scorecard/1178426/mumbai-indians-vs-sunrisers-hyderabad-51st-match-indian-premier-league-2019,MI,162/5 (20 ov),SRH,162/6 (20 ov),Match tied (Mumbai Indians won the one-over eliminator)
52,May 3,https://www.espncricinfo.com/series/8048/scorecard/1178427/kings-xi-punjab-vs-kolkata-knight-riders-52nd-match-indian-premier-league-2019,PBKS,183/6 (20 ov),KKR,185/3 (18/20 ov),Kolkata Knight Riders won by 7 wickets (with 12 balls remaining)
53,May 4,https://www.espncricinfo.com/series/8048/scorecard/1178428/delhi-capitals-vs-rajasthan-royals-53rd-match-indian-premier-league-2019,RR,115/9 (20 ov),DC,121/5 (16.1/20 ov),Delhi Capitals won by 5 wickets (with 23 balls remaining)
54,May 4,https://www.espncricinfo.com/series/8048/scorecard/1178429/royal-challengers-bangalore-vs-sunrisers-hyderabad-54th-match-indian-premier-league-2019,SRH,175/7 (20 ov),RCB,178/6 (19.2/20 ov),Royal Challengers Bengaluru won by 4 wickets (with 4 balls remaining)
55,May 5,https://www.espncricinfo.com/series/8048/scorecard/1178430/kings-xi-punjab-vs-chennai-super-kings-55th-match-indian-premier-league-2019,CSK,170/5 (20 ov),PBKS,173/4 (18/20 ov),Punjab Kings won by 6 wickets (with 12 balls remaining)
56,May 5,https://www.espncricinfo.com/series/8048/scorecard/1178431/mumbai-indians-vs-kolkata-knight-riders-56th-match-indian-premier-league-2019,KKR,133/7 (20 ov),MI,134/1 (16.1/20 ov),Mumbai Indians won by 9 wickets (with 23 balls remaining)
57,May 7,https://www.espncricinfo.com/series/8048/scorecard/1181764/chennai-super-kings-vs-mumbai-indians-qualifier-1-indian-premier-league-2019,CSK,131/4 (20 ov),MI,132/4 (18.3/20 ov),Mumbai Indians won by 6 wickets (with 9 balls remaining)
58,May 8,https://www.espncricinfo.com/series/8048/scorecard/1181766/sunrisers-hyderabad-vs-delhi-capitals-eliminator-indian-premier-league-2019,SRH,162/8 (20 ov),DC,165/8 (19.5/20 ov),Delhi Capitals won by 2 wickets (with 1 ball remaining)
59,May 10,https://www.espncricinfo.com/series/8048/scorecard/1181767/chennai-super-kings-vs-delhi-capitals-qualifier-2-indian-premier-league-2019,DC,147/9 (20 ov),CSK,151/4 (19/20 ov),Chennai Super Kings won by 6 wickets (with 6 balls remaining)
60,May 12,https://www.espncricinfo.com/series/8048/scorecard/1181768/chennai-super-kings-vs-mumbai-indians-final-indian-premier-league-2019,MI,149/8 (20 ov),CSK,148/7 (20 ov),Mumbai Indians won by 1 run
